id,jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout
ST7525,84.91,64.83,58.73,ICSE,55.9,2,FIITJEE,4.5,Mid,Graduate,Semi-Urban,Low,No,no
ST7526,78.76,53.35,75.84,CBSE,67.1,1,Allen,3.6,Low,Graduate,Semi-Urban,Medium,No,no
ST7527,77.88,82.25,55.15,State,90.61,2,No Coaching,4,Mid,Upto 10th,Rural,Medium,No,no
ST7528,80.5,59.55,84,CBSE,83.31,2,FIITJEE,4.3,Mid,Upto 10th,Semi-Urban,Medium,No,no
ST7529,100,42.24,77.02,State,69.54,1,FIITJEE,1.6,Low,12th,Urban,Low,No,yes
ST7530,56.17,33.21,68.25,State,69.81,1,Local,3.2,High,PG,Rural,High,No,no
ST7531,78.63,86.17,68,CBSE,76.01,2,FIITJEE,4.6,Low,Graduate,Urban,High,No,yes
ST7532,59.03,75.87,61.31,CBSE,80.14,2,FIITJEE,1.8,Low,12th,Urban,Low,Yes,no
ST7533,79.78,67.41,71.24,ICSE,87.52,1,Local,3.3,Low,PG,Rural,High,Yes,yes
ST7534,59.14,58.96,81.06,ICSE,70.44,2,Allen,9.3,Mid,Upto 10th,Urban,High,No,no
ST7535,66.16,57.54,59.56,ICSE,58.88,2,Allen,2.2,Low,Graduate,Semi-Urban,Low,Yes,no
ST7536,67.87,48.79,49.6,CBSE,76.57,2,FIITJEE,3.7,High,Graduate,Urban,Medium,No,no
ST7537,85.66,59.1,76.44,ICSE,70.43,2,Allen,2.8,Low,PG,Semi-Urban,High,No,no
ST7538,84.86,32.08,71.89,State,61.99,2,Local,4.3,Low,12th,Rural,Medium,No,yes
ST7539,54.56,54.22,54.56,CBSE,77.98,2,Allen,2.9,Mid,Graduate,Semi-Urban,High,Yes,no
ST7540,72.77,61.02,59.2,State,72.87,1,FIITJEE,4,Mid,Graduate,Urban,Low,No,no
ST7541,62.07,75.76,57.69,State,78.07,2,Local,3.1,High,Upto 10th,Semi-Urban,Low,No,no
ST7542,54.38,65.36,59.31,State,66.06,1,Allen,6.6,Low,12th,Urban,Medium,Yes,no
ST7543,68.96,78.72,64.12,CBSE,79.87,2,No Coaching,4.7,Low,Upto 10th,Semi-Urban,Medium,No,yes
ST7544,67.68,87.59,64.8,CBSE,61.83,2,No Coaching,2.5,Low,PG,Rural,Medium,Yes,no
ST7545,100,82.93,60.19,ICSE,66.72,1,Local,6.2,Low,PG,Rural,Medium,Yes,no
ST7546,78.06,73.53,58.9,ICSE,72.57,1,Allen,2.6,Low,12th,Semi-Urban,Low,No,yes
ST7547,52.71,66.19,65.25,ICSE,92.42,1,FIITJEE,1.4,Low,Upto 10th,Rural,Low,No,yes
ST7548,64.09,50.31,70.01,ICSE,82.85,1,No Coaching,4.5,Mid,PG,Semi-Urban,Low,Yes,no
ST7549,86.3,77.84,64.2,State,85.77,1,Allen,8.3,High,12th,Urban,Medium,No,no
ST7550,100,92.88,81.9,CBSE,89.17,2,Allen,0.8,Low,PG,Semi-Urban,Low,No,no
ST7551,49.8,71.47,74.1,ICSE,100,1,FIITJEE,1.8,Low,Graduate,Urban,Low,No,no
ST7552,45.68,96.68,48.91,State,75.42,1,FIITJEE,6,Mid,Graduate,Semi-Urban,High,Yes,no
ST7553,98.19,41.59,74.28,CBSE,89.2,1,Allen,3.2,Low,12th,Urban,High,No,no
ST7554,77.45,47.53,75.27,CBSE,85.13,2,FIITJEE,5.7,Mid,PG,Rural,High,No,no
ST7555,59.84,79.68,62.78,CBSE,84.96,2,Local,2.8,High,12th,Semi-Urban,Medium,No,no
ST7556,79.48,70.23,50.06,State,92.74,2,No Coaching,4.8,Low,12th,Rural,Medium,Yes,yes
ST7557,35.1,87.02,68.1,ICSE,70.81,1,No Coaching,8,High,12th,Rural,Low,No,no
ST7558,72.05,65.75,67.91,CBSE,70.01,2,Allen,2.1,Low,Graduate,Urban,Low,Yes,no
ST7559,76.59,52.11,54.54,State,78.2,2,Allen,6.5,High,12th,Rural,Medium,Yes,no
ST7560,84.94,62.58,50.59,CBSE,73.17,2,FIITJEE,5.9,High,Graduate,Urban,High,Yes,no
ST7561,57.81,41.48,66.95,State,78.19,2,No Coaching,1.5,Low,Graduate,Rural,Low,Yes,no
ST7562,73.2,47.94,65.2,ICSE,90.63,1,FIITJEE,5.6,High,PG,Rural,High,Yes,no
ST7563,59.04,81.56,62.99,ICSE,70.22,1,Allen,4.6,Mid,12th,Semi-Urban,Low,Yes,no
ST7564,75.58,79.96,67,CBSE,71.95,1,Allen,4.7,Mid,PG,Semi-Urban,High,Yes,no
ST7565,59.47,71.81,54.77,ICSE,76.74,1,Allen,5.2,High,Graduate,Urban,Low,Yes,no
ST7566,66.29,38.46,62.78,ICSE,72.72,1,Allen,3.8,High,12th,Rural,High,Yes,no
ST7567,58.06,60.27,74.4,State,55.86,1,Allen,4.6,Mid,Graduate,Rural,High,No,no
ST7568,81.12,46.4,63.8,State,69.2,1,Allen,5,Low,12th,Semi-Urban,Medium,Yes,yes
ST7569,84.02,84.82,47.94,CBSE,81.87,1,Local,6,Mid,12th,Urban,Low,Yes,no
ST7570,68.72,56.66,62.33,State,89.38,2,Local,1.4,High,Upto 10th,Semi-Urban,High,No,yes
ST7571,72.54,48.63,55.16,ICSE,63.45,2,FIITJEE,7.1,Mid,PG,Rural,Medium,No,no
ST7572,51.72,66.48,71.21,State,63.41,1,Local,2.2,Low,Upto 10th,Urban,Low,Yes,no
ST7573,67.8,55.76,71.83,ICSE,75.3,1,FIITJEE,6,Mid,12th,Rural,Medium,No,no
ST7574,71.3,89.74,48.09,CBSE,54.24,2,FIITJEE,4.7,Low,Upto 10th,Semi-Urban,High,No,no
ST7575,100,54.24,77.11,ICSE,70.55,2,Local,1.9,High,Graduate,Urban,Low,Yes,no
ST7576,56.43,43.61,54.65,State,57.64,2,No Coaching,5.6,Mid,12th,Semi-Urban,High,Yes,no
ST7577,92.5,31.55,86.71,State,88.69,1,FIITJEE,2.6,Mid,12th,Rural,High,Yes,no
ST7578,85.96,65.51,67.41,State,67.31,2,Allen,6.6,Low,12th,Rural,Medium,Yes,no
ST7579,75.93,57.01,53.04,State,91.53,1,FIITJEE,3.1,Mid,Upto 10th,Semi-Urban,High,Yes,no
ST7580,96.62,43.14,54.3,CBSE,86.14,2,FIITJEE,1.5,Mid,PG,Rural,Low,Yes,no
ST7581,77.21,85.03,72.18,ICSE,68.54,2,No Coaching,7.6,Low,PG,Semi-Urban,Medium,Yes,no
ST7582,77.45,76.68,63.3,State,64.28,1,Allen,4.9,Mid,PG,Semi-Urban,High,Yes,no
ST7583,71.26,65.55,66.84,ICSE,73.06,2,No Coaching,6.2,Low,Upto 10th,Urban,High,Yes,yes
ST7584,89.13,87.83,87.35,CBSE,73.95,1,No Coaching,2.8,High,Graduate,Rural,High,No,no
ST7585,87.35,76.6,59.61,ICSE,78.46,2,No Coaching,0.7,Mid,Upto 10th,Rural,Medium,No,no
ST7586,63.24,52.83,68.72,State,67.23,1,FIITJEE,7.9,Low,PG,Semi-Urban,Low,No,no
ST7587,53.53,49.37,85.04,ICSE,82.46,1,Allen,4.5,Low,Upto 10th,Urban,Medium,No,yes
ST7588,69.16,79.09,71.25,State,77.65,1,Allen,5.5,Mid,Graduate,Semi-Urban,High,No,no
ST7589,60.8,72.34,48.72,State,71.6,2,No Coaching,5.8,Low,12th,Rural,Medium,Yes,no
ST7590,71.11,68.72,74.06,CBSE,67.88,1,Local,3.8,High,12th,Urban,High,Yes,no
ST7591,89.32,52.46,54.04,CBSE,73.15,2,Allen,5,High,PG,Urban,Medium,Yes,no
ST7592,65.6,75.73,84.88,ICSE,66.83,2,Allen,7.7,Mid,PG,Semi-Urban,High,Yes,no
ST7593,71.4,53.91,58.13,ICSE,75.58,1,No Coaching,4.4,High,Graduate,Semi-Urban,Medium,No,no
ST7594,72.81,64.37,100,State,75.85,1,FIITJEE,6.4,Mid,Upto 10th,Urban,High,Yes,no
ST7595,83.88,89.15,85.61,State,77.62,2,No Coaching,0.5,Mid,Graduate,Rural,High,Yes,yes
ST7596,40.54,55.43,58.44,State,92.66,2,Local,6.7,Low,Graduate,Rural,Medium,No,no
ST7597,63.51,40.83,68.24,State,73.68,1,Local,1.5,Low,12th,Urban,Medium,Yes,yes
ST7598,74.96,49.16,77.04,CBSE,85.05,2,No Coaching,6.5,Low,Upto 10th,Semi-Urban,High,No,no
ST7599,88.8,81.91,77.4,State,77.3,1,Local,5.3,Low,12th,Semi-Urban,Low,Yes,yes
ST7600,65.11,70.08,73.31,CBSE,72.62,1,FIITJEE,4.3,Mid,12th,Rural,High,No,no
ST7601,45.73,63.94,83.03,ICSE,73.81,1,FIITJEE,4.3,Low,Graduate,Rural,High,No,yes
ST7602,80.68,57.85,66.52,ICSE,74.41,2,FIITJEE,4,Low,12th,Urban,Low,Yes,yes
ST7603,63.1,73.77,63.6,CBSE,77.8,2,Local,2.9,High,PG,Rural,High,Yes,no
ST7604,55.34,52.41,63.84,State,65.41,2,FIITJEE,4.1,Mid,PG,Rural,Medium,Yes,no
ST7605,63.26,70.89,78.3,ICSE,60.35,2,No Coaching,8.9,High,12th,Semi-Urban,Medium,Yes,no
ST7606,69.42,54.3,72.38,CBSE,81.54,1,FIITJEE,7.1,High,12th,Semi-Urban,Low,Yes,no
ST7607,63.53,51.64,71.5,ICSE,83.98,2,Local,2.8,High,Upto 10th,Rural,High,No,no
ST7608,41.12,55.8,77.54,State,82.46,1,Allen,5,Low,PG,Semi-Urban,Medium,No,yes
ST7609,84.56,59.99,43.39,CBSE,76.55,1,Local,4.7,Mid,Upto 10th,Semi-Urban,High,No,no
ST7610,89.85,65.22,71.72,ICSE,82.67,2,No Coaching,4.2,High,12th,Semi-Urban,Low,No,no
ST7611,81.12,69.77,70.62,State,82.13,2,No Coaching,2.5,High,PG,Rural,Medium,Yes,no
ST7612,56.07,6.99,88.03,CBSE,82.88,2,Local,5.4,Mid,Graduate,Semi-Urban,Low,No,no
ST7613,69.18,53.08,49.66,CBSE,66.4,1,FIITJEE,6.2,Low,Graduate,Rural,High,Yes,no
ST7614,71.91,59.73,86.69,CBSE,64.03,2,FIITJEE,2.8,High,12th,Rural,High,No,no
ST7615,80.38,90.08,68.9,CBSE,71.11,1,Allen,8.4,Mid,Upto 10th,Urban,High,Yes,no
ST7616,81.36,48.72,73.87,ICSE,74.83,1,FIITJEE,7.5,Low,Graduate,Urban,Low,Yes,no
ST7617,61.72,68.6,88.11,CBSE,72.58,2,No Coaching,5.6,Low,Graduate,Urban,Medium,Yes,no
ST7618,73.15,89.92,74.73,CBSE,56.23,2,FIITJEE,2,Low,PG,Rural,Low,Yes,no
ST7619,78.4,44.99,72.8,CBSE,92.22,2,Local,5.3,Low,Upto 10th,Urban,Medium,No,no
ST7620,92.38,72.3,70.91,CBSE,72.26,1,Local,5.1,Low,Upto 10th,Semi-Urban,High,No,yes
ST7621,81.86,53.16,62.2,CBSE,76.73,1,Allen,5.5,Mid,Graduate,Urban,High,No,no
ST7622,83.05,57.93,67.66,State,87.45,2,No Coaching,7.7,Low,12th,Rural,Low,No,yes
ST7623,73.17,53.15,59.41,ICSE,51.55,2,Local,4.1,High,Graduate,Semi-Urban,Medium,No,no
ST7624,91.75,54.29,67.47,State,69.88,1,No Coaching,8.6,Mid,Upto 10th,Semi-Urban,High,No,no
ST7625,77.74,100,39.97,ICSE,71.13,2,FIITJEE,5.3,High,PG,Semi-Urban,High,Yes,no
ST7626,59.94,79.51,73.15,CBSE,71.64,2,Allen,3.9,High,Upto 10th,Urban,Low,No,no
ST7627,91.65,83.63,66.54,ICSE,73.27,1,Allen,9.3,Low,PG,Urban,Low,Yes,no
ST7628,81.77,73.87,63.97,CBSE,89.47,1,FIITJEE,6.2,Low,PG,Urban,Medium,Yes,yes
ST7629,65.8,40.3,70.64,CBSE,81.73,2,Local,3.6,Mid,PG,Urban,High,Yes,no
ST7630,65.29,72.32,50.8,State,84.58,1,No Coaching,4.7,Mid,Upto 10th,Semi-Urban,Medium,No,no
ST7631,76.15,83.17,91.15,State,75.47,2,No Coaching,5.8,High,Upto 10th,Rural,Medium,Yes,no
ST7632,78.48,52.35,66.77,State,61.01,1,No Coaching,4.2,Low,12th,Urban,Medium,No,no
ST7633,74.76,81.45,66.25,ICSE,54.2,1,Local,4.8,Low,Graduate,Rural,Low,No,yes
ST7634,76.36,77.27,56.42,ICSE,59.71,1,FIITJEE,2.9,High,Upto 10th,Semi-Urban,Medium,No,no
ST7635,95.8,95.63,68.29,State,78.6,1,No Coaching,1.1,Low,PG,Rural,Medium,Yes,yes
ST7636,87,59.32,84.64,State,75.32,2,Local,4.7,Mid,Upto 10th,Rural,Medium,Yes,no
ST7637,74.67,48.44,80.43,CBSE,72.9,1,No Coaching,4.8,High,Upto 10th,Urban,Low,No,no
ST7638,85.18,60.21,78.25,ICSE,71.31,2,Local,5.6,Low,Graduate,Urban,Low,No,yes
ST7639,57.54,88.97,74.56,CBSE,95.12,1,FIITJEE,3.3,High,Upto 10th,Semi-Urban,High,Yes,no
ST7640,77.57,36.75,63.7,ICSE,66.77,2,No Coaching,1.8,Low,PG,Urban,Low,No,no
ST7641,97.33,32.91,50.6,State,84.28,1,FIITJEE,2.6,Low,Graduate,Rural,Low,No,yes
ST7642,68.95,67.43,65.59,ICSE,75.02,1,Allen,6.6,Low,12th,Rural,Medium,Yes,yes
ST7643,60.13,58.92,65.17,ICSE,74.39,2,Local,3.2,Mid,PG,Rural,High,No,no
ST7644,62.87,66.12,80.59,CBSE,86.77,1,Allen,3.6,High,PG,Rural,Low,No,no
ST7645,56.75,81.12,71.71,State,89.63,2,FIITJEE,3.9,Mid,Upto 10th,Urban,High,No,no
ST7646,61.01,57.16,87.35,State,72.6,2,FIITJEE,3.3,Mid,12th,Semi-Urban,Medium,No,no
ST7647,66.81,36.03,82.37,State,82.99,1,FIITJEE,3.1,High,Graduate,Urban,Low,No,no
ST7648,52.32,98.71,62.52,CBSE,78.64,1,No Coaching,2.8,High,12th,Rural,Medium,No,no
ST7649,72.22,50.04,46.46,CBSE,75.07,2,No Coaching,7.3,Low,Upto 10th,Semi-Urban,Medium,No,yes
ST7650,84.63,49.06,84.63,CBSE,77.04,1,FIITJEE,5.9,Low,12th,Semi-Urban,High,Yes,no
ST7651,59.29,83.66,84.31,ICSE,68.12,1,FIITJEE,7,High,PG,Rural,Low,Yes,no
ST7652,93.27,59.85,51.61,ICSE,71.94,2,No Coaching,7.4,Low,PG,Rural,High,No,no
ST7653,79.15,64.99,86.11,CBSE,69.19,1,No Coaching,0,Low,12th,Urban,Medium,Yes,no
ST7654,86.43,73.72,72.59,CBSE,84.01,1,Local,5.2,High,12th,Semi-Urban,Low,No,no
ST7655,62.79,83.34,69.93,State,74.05,1,FIITJEE,3.3,Mid,PG,Semi-Urban,Medium,No,no
ST7656,83.96,60.66,87.38,ICSE,62.02,1,No Coaching,6.7,High,12th,Urban,High,Yes,no
ST7657,56.71,90.32,84.14,ICSE,67.77,1,No Coaching,3,High,PG,Rural,High,Yes,no
ST7658,84.46,31.83,75.82,State,50,2,Allen,2.4,Mid,12th,Semi-Urban,Medium,No,no
ST7659,74.41,78.16,73.68,State,70.06,1,FIITJEE,1.6,Low,Graduate,Urban,High,Yes,yes
ST7660,79.75,52.57,75.4,State,75.38,1,FIITJEE,3.9,Mid,Graduate,Semi-Urban,High,Yes,no
ST7661,55.54,87.96,63.2,CBSE,73.64,2,No Coaching,6.3,Mid,Upto 10th,Urban,Medium,Yes,no
ST7662,59.47,68.27,67.34,CBSE,94.8,1,Allen,5,High,PG,Semi-Urban,Low,No,no
ST7663,80.36,55.23,57.17,CBSE,80.75,2,Local,2.1,Low,Graduate,Rural,Low,No,yes
ST7664,58.72,76.61,64,CBSE,80.3,2,FIITJEE,8.8,Low,PG,Rural,Low,Yes,yes
ST7665,78.48,80.29,63.6,CBSE,58.57,1,Local,5.8,Mid,Graduate,Semi-Urban,Medium,No,no
ST7666,52.86,76.27,60.38,ICSE,71.35,1,FIITJEE,6.1,High,Upto 10th,Semi-Urban,Medium,No,no
ST7667,83.87,49.52,69.64,ICSE,70.13,2,No Coaching,7.1,Mid,PG,Semi-Urban,High,Yes,no
ST7668,54.74,58.26,64.11,ICSE,67.14,1,Local,1.2,Low,Graduate,Urban,Low,No,no
ST7669,79.73,65.93,74.03,State,67,2,FIITJEE,2.7,Low,PG,Rural,High,Yes,no
ST7670,80.76,65.34,48.53,ICSE,56.92,1,Local,6.1,High,Upto 10th,Urban,Medium,Yes,no
ST7671,62.25,78,66.64,State,62.24,1,No Coaching,2.9,High,Upto 10th,Rural,Low,Yes,no
ST7672,80.15,33.76,69.58,ICSE,83.74,2,Allen,3.9,Mid,Graduate,Rural,Medium,No,no
ST7673,75.65,71.35,64.27,CBSE,73.57,2,Allen,4.3,High,12th,Urban,High,No,no
ST7674,64.46,61.36,65.93,ICSE,69.94,2,Local,1.9,Mid,Upto 10th,Rural,High,No,yes
ST7675,57.88,52.58,48.98,CBSE,74.95,2,Local,3.8,High,12th,Rural,Medium,No,no
ST7676,44.52,54.12,72.28,CBSE,86.67,2,Local,6.3,Mid,Upto 10th,Semi-Urban,Medium,No,no
ST7677,76.9,62.57,75.77,ICSE,75.04,2,FIITJEE,6,Low,Graduate,Urban,Low,Yes,yes
ST7678,50.09,8.38,73.92,ICSE,80.4,2,No Coaching,6.7,Low,12th,Urban,Medium,Yes,no
ST7679,73.33,54.78,80.46,CBSE,66.53,2,Local,6.5,Low,PG,Rural,High,No,no
ST7680,68.31,51.99,70.42,State,68.81,2,Allen,5.3,Low,Upto 10th,Urban,High,No,yes
ST7681,81.51,74.52,73.74,State,78.54,2,FIITJEE,5.2,Low,Graduate,Rural,Medium,No,yes
ST7682,67.77,53.11,69.87,ICSE,93.93,1,Local,5,Low,PG,Rural,Medium,Yes,yes
ST7683,67.39,62.56,76.25,CBSE,89.3,1,FIITJEE,3.2,High,12th,Urban,Low,No,no
ST7684,82.25,90.68,49.07,State,80.83,2,Local,2.4,High,Graduate,Rural,High,No,no
ST7685,76.69,81.91,57.28,ICSE,76.51,1,Local,3.1,High,PG,Semi-Urban,High,No,no
ST7686,76.43,80.44,87.04,ICSE,89.01,2,FIITJEE,3.8,Mid,Graduate,Urban,High,No,no
ST7687,78.57,58,38.47,CBSE,82.95,1,No Coaching,3.2,High,12th,Urban,Medium,Yes,no
ST7688,50.5,74.69,66.32,State,52.06,1,No Coaching,5.3,High,PG,Rural,High,No,no
ST7689,82.6,62.26,82.07,ICSE,64.46,1,Allen,4.9,Mid,Upto 10th,Urban,Medium,No,no
ST7690,80.57,62.86,66.88,State,78.38,1,No Coaching,5.1,Mid,Upto 10th,Urban,Low,No,no
ST7691,57.77,72.55,63.14,ICSE,57.13,1,No Coaching,5.2,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST7692,68.58,56.45,69.55,ICSE,66.02,2,FIITJEE,6.9,High,Upto 10th,Semi-Urban,Low,No,no
ST7693,71.45,89.89,63.76,State,68,1,FIITJEE,4.5,High,12th,Urban,Low,Yes,no
ST7694,70.12,63.44,68.37,State,72.44,1,Allen,6.5,Mid,12th,Rural,Medium,No,no
ST7695,76.67,75.89,59.8,CBSE,72.13,2,Local,5.5,Low,PG,Semi-Urban,Low,No,yes
ST7696,92.04,89.29,81.3,CBSE,72.11,1,FIITJEE,6.8,High,PG,Semi-Urban,Medium,No,no
ST7697,87.14,82.51,85.08,CBSE,83.25,1,FIITJEE,7.7,Mid,PG,Semi-Urban,High,No,no
ST7698,53.63,43.46,66.4,CBSE,72.35,1,FIITJEE,5.7,Mid,Graduate,Rural,Medium,No,no
ST7699,80.71,73.12,51.36,State,71.15,1,No Coaching,4.7,High,Graduate,Urban,Low,Yes,no
ST7700,90.61,79.61,61.71,CBSE,61.51,1,FIITJEE,4.7,Mid,12th,Urban,Low,No,no
ST7701,77.42,80.27,65.79,State,85.24,1,Allen,3.6,Mid,12th,Semi-Urban,High,Yes,no
ST7702,87.27,48.19,74.07,ICSE,68.29,1,Allen,3.5,High,Graduate,Urban,Medium,No,no
ST7703,100,55.49,55.9,State,64.13,2,FIITJEE,6.3,Low,PG,Semi-Urban,High,No,no
ST7704,86.33,81.91,58.77,CBSE,77.13,2,Local,2.6,High,Graduate,Semi-Urban,Low,No,no
ST7705,75.49,53.81,74.13,State,67.33,2,FIITJEE,7.7,Low,PG,Rural,Medium,No,no
ST7706,86.63,61.2,79.27,State,69.74,1,Allen,4.2,Mid,12th,Rural,Low,No,no
ST7707,74.03,91.21,60.54,State,77.58,1,Local,10,High,PG,Semi-Urban,Medium,No,no
ST7708,72.33,65.24,52,State,71.74,2,No Coaching,3.1,High,Graduate,Rural,High,Yes,no
ST7709,67.08,54.37,100,State,98.12,2,FIITJEE,5,Low,Upto 10th,Rural,High,No,no
ST7710,93.89,51.96,77.4,CBSE,74.25,2,Allen,3.8,Mid,12th,Rural,Low,No,no
ST7711,60.54,71.32,64.8,State,81.18,1,No Coaching,2.9,High,12th,Urban,High,Yes,no
ST7712,93.45,44.67,78.43,CBSE,55.58,2,Allen,6.6,High,Graduate,Urban,High,No,no
ST7713,79,62.04,66.51,ICSE,66.39,1,No Coaching,2.3,Mid,Graduate,Rural,Low,No,no
ST7714,52.41,71.33,78.41,State,64.13,2,Allen,3.1,Low,12th,Urban,Low,No,yes
ST7715,77.15,86.79,69.91,ICSE,65.46,2,Allen,5.7,High,Graduate,Semi-Urban,Low,Yes,no
ST7716,42.6,76.68,69.1,CBSE,79.16,1,No Coaching,6,Mid,PG,Semi-Urban,Medium,Yes,no
ST7717,80.76,54.57,66.64,State,85.36,1,FIITJEE,1.7,High,PG,Rural,Low,No,no
ST7718,84.39,84.85,50.63,ICSE,78.45,1,Allen,5.7,High,PG,Rural,Medium,No,no
ST7719,63.71,61.21,91.26,CBSE,72.73,1,Local,4.8,High,Upto 10th,Urban,Low,No,no
ST7720,73.73,46.23,56.7,ICSE,68.69,1,FIITJEE,2.7,Low,Graduate,Rural,Medium,No,yes
ST7721,99.36,63.25,51.68,State,86.14,1,Local,2.9,Mid,PG,Rural,Low,Yes,no
ST7722,64.92,89.01,65.45,State,95.71,2,Allen,0.4,High,12th,Semi-Urban,Medium,No,no
ST7723,57.18,68.64,56.46,State,76.35,1,No Coaching,7.9,High,PG,Semi-Urban,High,Yes,no
ST7724,92.74,66.2,67.38,CBSE,84.39,1,FIITJEE,6.5,High,PG,Urban,Low,Yes,no
ST7725,99.48,92.2,76.25,ICSE,78.43,1,No Coaching,1.9,Low,Graduate,Urban,Low,Yes,yes
ST7726,72.05,43.1,79.94,CBSE,82.56,2,No Coaching,6.1,High,12th,Urban,Medium,Yes,no
ST7727,86.16,45.43,77.78,ICSE,63.35,2,Local,3.4,Mid,Upto 10th,Rural,High,Yes,no
ST7728,90.78,40.15,64.33,CBSE,70.12,1,Local,6.3,Low,12th,Rural,High,No,no
ST7729,61.61,71.96,68.6,State,78.95,1,FIITJEE,3.5,Mid,PG,Rural,Medium,No,no
ST7730,65.21,68.66,72.89,ICSE,87.12,1,FIITJEE,3.8,High,Upto 10th,Rural,Low,No,no
ST7731,89.23,90.68,46.91,ICSE,66.82,1,FIITJEE,3.9,High,Upto 10th,Semi-Urban,High,No,no
ST7732,95.59,69.9,74.85,ICSE,54.67,1,Local,3.2,Low,Upto 10th,Urban,Low,Yes,no
ST7733,79.88,59.53,50.51,CBSE,70.02,1,Local,7.3,High,Upto 10th,Urban,Medium,No,no
ST7734,59.68,66.03,92.48,State,85.1,2,No Coaching,6.3,Mid,Upto 10th,Semi-Urban,Low,No,no
ST7735,99.82,67.88,63.15,ICSE,59.16,1,No Coaching,4.7,Mid,Graduate,Semi-Urban,High,No,no
ST7736,64.57,39.25,65.78,CBSE,63.23,1,No Coaching,6.5,Mid,PG,Rural,Medium,Yes,no
ST7737,67.31,100,58.76,ICSE,76.56,1,FIITJEE,1.2,High,Upto 10th,Urban,High,No,yes
ST7738,76.79,74.32,60.44,State,73.84,1,Allen,2,High,PG,Urban,Low,No,no
ST7739,93.76,69.36,95.29,ICSE,80.94,2,Local,5.4,Low,Graduate,Semi-Urban,Low,No,no
ST7740,83.96,75.84,79.28,State,62.71,1,FIITJEE,6,Low,Graduate,Urban,Medium,Yes,yes
ST7741,77.81,77.35,49.41,CBSE,71.75,2,Local,5.1,Mid,Graduate,Semi-Urban,High,Yes,no
ST7742,78.49,63.75,86.05,CBSE,86.95,1,Allen,0.7,Mid,12th,Urban,High,No,yes
ST7743,72.61,55.9,82.32,State,63.07,1,Local,2.4,Low,12th,Semi-Urban,High,No,no
ST7744,79.81,75.59,64.63,State,89.77,1,Local,5.3,Low,Upto 10th,Rural,Medium,No,yes
ST7745,36.59,72.17,71.68,CBSE,64.33,2,Local,9.4,Mid,Graduate,Urban,Low,Yes,no
ST7746,67.85,53.04,67.82,State,83.49,2,No Coaching,6.9,Low,12th,Rural,Low,No,yes
ST7747,75.38,88.7,91.67,State,71.27,1,Allen,7.7,High,Graduate,Semi-Urban,Low,Yes,no
ST7748,55.89,70.69,58.44,ICSE,63.55,1,FIITJEE,5.2,High,12th,Urban,High,No,no
ST7749,77.41,77.68,69.75,CBSE,70.03,1,FIITJEE,5.2,Low,Graduate,Urban,Medium,Yes,yes
ST7750,69.14,88.27,62.86,CBSE,80.45,1,FIITJEE,2.4,Low,12th,Rural,High,No,no
ST7751,96.58,66.35,50.8,State,74.93,1,Allen,6.4,High,PG,Rural,Medium,Yes,no
ST7752,94.02,71.07,94.3,State,86.18,1,Local,4.4,High,Upto 10th,Semi-Urban,High,Yes,no
ST7753,65.48,78.96,53.82,State,89.36,1,FIITJEE,5.9,Mid,Upto 10th,Rural,Medium,Yes,no
ST7754,69.89,54.4,70.64,CBSE,63.17,2,Allen,4.6,Low,PG,Urban,High,No,no
ST7755,70.96,66.86,47.11,ICSE,62.44,2,No Coaching,5.1,High,Upto 10th,Urban,High,Yes,no
ST7756,65.68,68.01,63.21,CBSE,61.95,1,Allen,4.3,Low,Graduate,Urban,Medium,No,no
ST7757,74.73,50.7,73.06,ICSE,66.01,1,No Coaching,4.9,High,Upto 10th,Urban,Low,No,no
ST7758,61.38,100,58.1,State,86.04,1,Allen,6.5,High,Upto 10th,Rural,Low,Yes,no
ST7759,56.17,43.48,75.04,CBSE,80.6,1,No Coaching,2,Low,12th,Rural,Medium,Yes,yes
ST7760,80.72,45.23,64.77,ICSE,69.55,1,FIITJEE,1.5,Mid,12th,Semi-Urban,Medium,Yes,no
ST7761,80.81,87.03,81.92,CBSE,74.89,1,Allen,5.4,High,PG,Rural,Low,No,no
ST7762,60.74,77.41,84.34,ICSE,89.04,2,No Coaching,7.4,Low,12th,Semi-Urban,High,No,yes
ST7763,84.53,49.58,60.96,ICSE,94.08,2,Local,7.9,High,PG,Rural,Low,Yes,no
ST7764,63.16,75.72,68.92,CBSE,77.59,2,FIITJEE,2.1,Low,Upto 10th,Rural,Medium,No,no
ST7765,75.54,89.49,70.2,State,50,1,FIITJEE,3.7,Low,12th,Urban,High,Yes,yes
ST7766,83.48,65.52,75.43,CBSE,77.97,2,No Coaching,1.5,High,12th,Rural,Medium,Yes,no
ST7767,71.53,100,68.17,State,84.35,1,No Coaching,3.4,Mid,Upto 10th,Semi-Urban,Low,No,no
ST7768,78.37,38.42,70.28,ICSE,77.25,2,Allen,6.7,High,12th,Urban,High,Yes,no
ST7769,64.77,77.1,65.08,ICSE,82.27,1,No Coaching,4.5,High,Graduate,Rural,Low,Yes,no
ST7770,69.25,84.66,69.38,CBSE,78.57,2,No Coaching,3.8,Mid,12th,Urban,Low,No,no
